id;medication_id;name;frequency;body_system;description;severity;created_at
56111289-206b-45de-a7bd-8323e2bd989a;08b3b487-b05f-4321-9549-e53c15bfec40;Angioödem;rare;Erkrankungen des Immunsystems;;;2025-12-07 22:06:38.187505+00
fce36c27-be20-4abd-8308-54cc6920575f;08b3b487-b05f-4321-9549-e53c15bfec40;Bronchospasmus;frequency_not_known;Erkrankungen der Atemwege, des Brustkorbs und des Mediastinums;;;2025-12-07 22:06:38.220517+00
983f533d-8bff-4481-8eae-d532357a078e;08b3b487-b05f-4321-9549-e53c15bfec40;metabolische Azidose (HAGMA) mit vergrösserter Anionenlücke;frequency_not_known;Stoffwechsel- und Ernährungsstörungen;Bei Patienten mit Risikofaktoren, die Paracetamol einnahmen, wurden Fälle von metabolischer Azidose mit vergrösserter Anionenlücke aufgrund von Pyroglutaminsäure-(5-Oxoprolin-)Azidose beobachtet. Eine Pyroglutaminsäure-Azidose kann bei diesen Patienten infolge eines niedrigen Glutathionspiegels auftreten.;severe;2025-12-07 22:06:38.252358+00
17904875-8cae-43a8-8411-1df01711fdf8;08b3b487-b05f-4321-9549-e53c15bfec40;Erbrechen;common;Erkrankungen des Gastrointestinaltrakts;;mild;2025-12-07 22:06:38.293327+00
64388d45-3a00-4c64-baf2-85153ae3a2f7;08b3b487-b05f-4321-9549-e53c15bfec40;Diarrhoe;frequency_not_known;Erkrankungen des Gastrointestinaltrakts;;mild;2025-12-07 22:06:38.332222+00
f4b768b8-10dd-48eb-a37b-fec4825f164c;08b3b487-b05f-4321-9549-e53c15bfec40;Bauchschmerzen;frequency_not_known;Erkrankungen des Gastrointestinaltrakts;;mild;2025-12-07 22:06:38.369768+00
b07dccee-a037-462f-aac9-58eb407bf080;08b3b487-b05f-4321-9549-e53c15bfec40;Anstieg der Leberenzyme;frequency_not_known;Leber- und Gallenerkrankungen;;;2025-12-07 22:06:38.398885+00
adc195b2-90b9-44e2-b3c0-b0e159ef71d6;08b3b487-b05f-4321-9549-e53c15bfec40;Cholestase;frequency_not_known;Leber- und Gallenerkrankungen;;;2025-12-07 22:06:38.435902+00
e930e49c-7968-4f6b-b59b-df843140a6a0;08b3b487-b05f-4321-9549-e53c15bfec40;Gelbsucht;frequency_not_known;Leber- und Gallenerkrankungen;;;2025-12-07 22:06:38.479696+00
0eb07364-4199-45f0-b6b0-773aca9091b6;08b3b487-b05f-4321-9549-e53c15bfec40;Urtikaria;uncommon;Erkrankungen der Haut und des Unterhautzellgewebes;;mild;2025-12-07 22:06:38.517345+00
c836b3db-d3e4-44bd-9886-933bf87292bb;08b3b487-b05f-4321-9549-e53c15bfec40;Erythem;uncommon;Erkrankungen der Haut und des Unterhautzellgewebes;;mild;2025-12-07 22:06:38.55191+00
59fd4522-db9c-4593-a304-cac3287e5e8d;08b3b487-b05f-4321-9549-e53c15bfec40;Ausschlag;uncommon;Erkrankungen der Haut und des Unterhautzellgewebes;;mild;2025-12-07 22:06:38.586979+00
05f0e517-e179-47ce-971c-b30ab9bf9a0c;08b3b487-b05f-4321-9549-e53c15bfec40;Akutes generalisiertes pustulöses Exanthem (AGEP);very_rare;Erkrankungen der Haut und des Unterhautzellgewebes;;severe;2025-12-07 22:06:38.618147+00
3a637fd0-47ec-4d75-9bd8-a63f8ba44720;08b3b487-b05f-4321-9549-e53c15bfec40;toxisch-epidermale Nekrolyse (TEN, Lyell Syndrom);very_rare;Erkrankungen der Haut und des Unterhautzellgewebes;;severe;2025-12-07 22:06:38.648117+00
2ca9c11f-540b-4880-aefe-cba52e040c5b;08b3b487-b05f-4321-9549-e53c15bfec40;Stevens-Johnson-Syndrom (SJS);very_rare;Erkrankungen der Haut und des Unterhautzellgewebes;;severe;2025-12-07 22:06:38.678364+00
e61bb99f-acbb-4c45-8017-c11d77911b5d;08b3b487-b05f-4321-9549-e53c15bfec40;Purpura;frequency_not_known;Erkrankungen der Haut und des Unterhautzellgewebes;;mild;2025-12-07 22:06:38.713263+00
f5408667-6e00-42bf-b481-80fc580dad74;08b3b487-b05f-4321-9549-e53c15bfec40;Flushing;frequency_not_known;Erkrankungen der Haut und des Unterhautzellgewebes;;mild;2025-12-07 22:06:38.881146+00
461c31fc-e43d-4966-8f87-5f73164b6ac6;08b3b487-b05f-4321-9549-e53c15bfec40;Pruritus;frequency_not_known;Erkrankungen der Haut und des Unterhautzellgewebes;;mild;2025-12-07 22:06:38.91692+00
586af20a-3eaf-47c6-8939-f37e4cdb6a95;08b3b487-b05f-4321-9549-e53c15bfec40;fixes Arzneimittelexanthem;frequency_not_known;Erkrankungen der Haut und des Unterhautzellgewebes;;mild;2025-12-07 22:06:38.945696+00
ef3de4d2-6952-4c50-90d3-e5318c0caa37;8efcbb2d-5d83-4353-a273-525a11b529e5;Vulvovaginitis;common;Infektionen und parasitäre Erkrankungen;;;2025-12-07 22:07:02.024697+00
863b2454-75b1-468c-ba44-78e7a972df45;8efcbb2d-5d83-4353-a273-525a11b529e5;Anaphylaktische Reaktionen;not_known;Erkrankungen des Immunsystems;Einschliesslich anaphylaktischer Schock, Überempfindlichkeit. Lebensbedrohlich. Bei Auftreten nie wieder verwenden.;severe;2025-12-07 22:07:02.056279+00
0f50869a-ea30-4619-a60e-091fb548c878;8efcbb2d-5d83-4353-a273-525a11b529e5;Kopfschmerzen;common;Erkrankungen des Nervensystems;;mild;2025-12-07 22:07:02.097591+00
867bc65e-39cf-4c28-bc57-04e43a6efbbd;8efcbb2d-5d83-4353-a273-525a11b529e5;Schwindel;common;Erkrankungen des Nervensystems;;mild;2025-12-07 22:07:02.128751+00
8752fb87-eb21-49ba-9d9e-47eb627c985f;8efcbb2d-5d83-4353-a273-525a11b529e5;Diarrhö;common;Erkrankungen des Gastrointestinaltrakts;;mild;2025-12-07 22:07:02.16003+00
3c3cd71b-95f9-4cc0-9b98-13c8808a2e89;8efcbb2d-5d83-4353-a273-525a11b529e5;Übelkeit;common;Erkrankungen des Gastrointestinaltrakts;;mild;2025-12-07 22:07:02.194626+00
6a6d805d-ff73-48f3-960a-28dfabcb98ce;8efcbb2d-5d83-4353-a273-525a11b529e5;Dyspepsie;common;Erkrankungen des Gastrointestinaltrakts;;mild;2025-12-07 22:07:02.22744+00
b0168d1e-a39b-44fb-97b7-2949b803cf69;8efcbb2d-5d83-4353-a273-525a11b529e5;Abdominalschmerz;common;Erkrankungen des Gastrointestinaltrakts;;mild;2025-12-07 22:07:02.264091+00
ffc82f45-b73e-4d75-a36f-53af903bb98a;8efcbb2d-5d83-4353-a273-525a11b529e5;Erbrechen;uncommon;Erkrankungen des Gastrointestinaltrakts;;mild;2025-12-07 22:07:02.296771+00
f621571d-cbac-4779-8648-93b58ee4ab1c;8efcbb2d-5d83-4353-a273-525a11b529e5;Antibiotika-bedingte Kolitis;not_known;Erkrankungen des Gastrointestinaltrakts;Clostridium difficile induzierter Durchfall (CDAD) möglich, kann von leichtem Durchfall bis hin zu tödlicher Kolitis reichen.;severe;2025-12-07 22:07:02.338777+00
e706e17c-71d0-419f-aee1-4be2c1c0e8d1;8efcbb2d-5d83-4353-a273-525a11b529e5;Ausschlag;uncommon;Erkrankungen der Haut und des Unterhautgewebes;;mild;2025-12-07 22:07:02.369536+00
f301050e-f74a-4952-8015-3c841c8429a5;8efcbb2d-5d83-4353-a273-525a11b529e5;Urtikaria;uncommon;Erkrankungen der Haut und des Unterhautgewebes;;mild;2025-12-07 22:07:02.404478+00
ffb9f199-2d1e-45ec-a95a-d9849cfed46b;8efcbb2d-5d83-4353-a273-525a11b529e5;Pruritus;uncommon;Erkrankungen der Haut und des Unterhautgewebes;;mild;2025-12-07 22:07:02.438067+00
c538bbc2-bba9-4b42-8a31-4bae52d5a009;8efcbb2d-5d83-4353-a273-525a11b529e5;Angioödem;not_known;Erkrankungen der Haut und des Unterhautgewebes;;moderate;2025-12-07 22:07:02.472953+00
cb6affaa-d178-41e1-95b4-cbe108bd437f;c3741825-9982-4cb1-bccd-2151f2f6ac27;Abszesse;common;Infections et infestations;Abcès cutanés;;2025-12-07 22:07:31.924507+00
31943a7d-54e8-43a0-9eb4-c948b3b71a89;c3741825-9982-4cb1-bccd-2151f2f6ac27;Abszesse;uncommon;Infections et infestations;Abcès (anal, génital ou gastro-intestinal);;2025-12-07 22:07:31.9505+00
3beb5517-7539-40a1-8878-dbf7d3b3df18;c3741825-9982-4cb1-bccd-2151f2f6ac27;Hyperkaliämie;very_rare;Troubles du métabolisme et de la nutrition;;severe;2025-12-07 22:07:31.981626+00
c6663d1f-9b14-4600-935f-2e2949ede0ca;c3741825-9982-4cb1-bccd-2151f2f6ac27;Kopfschmerzen;very_common;Troubles du système nerveux;Surtout pendant les premiers jours du traitement et dépendamment de la dose, céphalées transitoires (22-48%).;mild;2025-12-07 22:07:32.009913+00
d4c71a95-090c-48a6-a819-61f78184f8d3;c3741825-9982-4cb1-bccd-2151f2f6ac27;Schwindel;common;Troubles du système nerveux;;mild;2025-12-07 22:07:32.039246+00
3d667f48-bc06-48f9-8414-1fcc8753f27e;c3741825-9982-4cb1-bccd-2151f2f6ac27;Allgemeines Schwächegefühl;common;Troubles du système nerveux;Fatigue, étourdissements.;mild;2025-12-07 22:07:32.067258+00
cc2c11e4-0f9e-4d31-88fc-d7a86dacc4ce;c3741825-9982-4cb1-bccd-2151f2f6ac27;Diplopie;very_rare;Affections oculaires;;;2025-12-07 22:07:32.181116+00
91128f3b-010d-4471-bd4d-3865e262108b;c3741825-9982-4cb1-bccd-2151f2f6ac27;Tachykardie;common;Affections cardiaques/vasculaires;;;2025-12-07 22:07:32.20777+00
17a29116-f99b-4c98-90fc-b1f67e600d99;c3741825-9982-4cb1-bccd-2151f2f6ac27;Kutane Vasodilatation mit Flush;common;Affections cardiaques/vasculaires;;;2025-12-07 22:07:32.242382+00
8352bb38-c438-4868-8994-f4012c49640b;c3741825-9982-4cb1-bccd-2151f2f6ac27;Gastrointestinale Ulcera;common;Affections gastro-intestinales;Ulcérations gastro-intestinales telles que stomatite, aphtose, ulcères buccaux, ulcères de la langue, ulcères de l'intestin grêle, ulcères du côlon et ulcères anaux. Celles-ci peuvent, à un stade avancé, perforer, développer des fistules ou entraîner des abcès, ou provoquer des saignements gastro-intestinaux et une perte de poids.;severe;2025-12-07 22:07:32.363192+00
d02628f4-85e8-4cb9-b66f-bb948bde4d77;c3741825-9982-4cb1-bccd-2151f2f6ac27;Übelkeit;common;Affections gastro-intestinales;;mild;2025-12-07 22:07:32.397405+00
c170435d-ef8c-4139-bd58-afba2a2ab50b;c3741825-9982-4cb1-bccd-2151f2f6ac27;Erbrechen;common;Affections gastro-intestinales;;mild;2025-12-07 22:07:32.432471+00
d486acb2-ec1e-4bc5-9f88-95d4830d6b50;c3741825-9982-4cb1-bccd-2151f2f6ac27;Leberfunktionsstörungen;very_rare;Affections hépato-biliaires;Telles que hépatite, cholestase ou jaunisse.;severe;2025-12-07 22:07:32.54298+00
a50b95c7-4390-465d-8520-aab1a31c7365;c3741825-9982-4cb1-bccd-2151f2f6ac27;Haut- und Schleimhautulcera;common;Affections de la peau et du tissu sous-cutané;Principalement périanaux, génitaux et parastomaux.;severe;2025-12-07 22:07:32.56643+00
3fe1a764-5d16-4c51-a599-53abdd514620;c3741825-9982-4cb1-bccd-2151f2f6ac27;Anale und genitale Fisteln sowie Hautfisteln;uncommon;Affections de la peau et du tissu sous-cutané;;severe;2025-12-07 22:07:32.591392+00
31181421-9a85-4202-9c0c-3cf18196db0e;c3741825-9982-4cb1-bccd-2151f2f6ac27;Photosensibilität;very_rare;Affections de la peau et du tissu sous-cutané;;mild;2025-12-07 22:07:32.709233+00
0ca726ee-b4d5-47fd-ba2d-2a4da1d6462d;c3741825-9982-4cb1-bccd-2151f2f6ac27;Myalgien;rare;Affections musculo-squelettiques et du tissu conjonctif;;mild;2025-12-07 22:07:32.735911+00
4056a9ba-80c5-4ceb-8fee-21d9c53e5bef;8fff5952-a7d3-4685-ae99-dd0995e24d5a;Agranulocytose;very_rare;Système hématopoïétique;Dépression médullaire, principalement réversible, parfois fatale (surtout chez les patients de plus de 65 ans).;severe;2025-12-07 22:37:37.909937+00
5a2adb79-951e-455d-bc97-99513cc8e689;8fff5952-a7d3-4685-ae99-dd0995e24d5a;Torsades de Pointes;;Système cardiovasculaire;Rapports post-commercialisation, souvent liés à des surdosages ou en présence d'autres facteurs de risque (ex: administration concomitante d'autres médicaments allongeant le QTc).;severe;2025-12-07 22:37:38.133916+00
f702d77a-b5a5-4f80-8de9-e19e5eb744d6;19b5d540-1c5e-4f99-8a4d-2e082f25f291;Hämolytische Anämie;very_rare;Erkrankungen des Blut- und des Lymphsystems;;;2025-12-07 22:38:59.489698+00
dc2f2c10-5dd7-4c4d-b63c-20e67b874692;6559eae7-1023-4cb1-b959-3bf1ccd7e721;Événements cérébrovasculaires (AVC);;Nervous system disorders;Un trend non significatif pour un risque plus élevé d'AVC fatals ou non fatals a été observé avec l'empagliflozine comparé au placebo. La prudence est requise chez les patients à haut risque.;severe;2025-12-07 22:39:25.442618+00
9d28c2df-1dbb-45f8-b825-5cdb4406e805;36e50601-9245-4b76-8e60-c40bfedb65a0;Kopfschmerzen;;Nervous system;;;2025-12-07 22:40:42.786433+00
58c65e5d-cd6f-4d7f-a41a-3d0309cd9f30;c3741825-9982-4cb1-bccd-2151f2f6ac27;Konjunktivitis;uncommon;Affections oculaires;;;2025-12-07 22:07:32.095573+00
bc8bdccf-59dc-4af6-a5a8-f54e18970439;c3741825-9982-4cb1-bccd-2151f2f6ac27;Blutdruckabfall;uncommon;Affections cardiaques/vasculaires;;moderate;2025-12-07 22:07:32.28009+00
04f7628f-05ca-4d3f-8b48-563e5c217bc2;c3741825-9982-4cb1-bccd-2151f2f6ac27;Gastrointestinale Perforationen;uncommon;Affections gastro-intestinales;;severe;2025-12-07 22:07:32.456579+00
22fe9d44-18a7-4740-b822-a402d0fea39e;c3741825-9982-4cb1-bccd-2151f2f6ac27;Hautausschlag;rare;Affections de la peau et du tissu sous-cutané;;mild;2025-12-07 22:07:32.618494+00
8c694ad9-6a15-416a-a9f9-08f42f3cbd60;8fff5952-a7d3-4685-ae99-dd0995e24d5a;Fièvre soudaine, angine, stomatite, autres signes d'infection;;Système immunitaire;Symptômes suggérant une dépression médullaire. Le traitement doit être interrompu et la numération sanguine vérifiée.;severe;2025-12-07 22:37:37.956576+00
315af048-a282-4aa9-8d9c-c0af6505249c;8fff5952-a7d3-4685-ae99-dd0995e24d5a;Tachycardie ventriculaire;;Système cardiovasculaire;Rapports post-commercialisation, souvent liés à des surdosages ou en présence d'autres facteurs de risque (ex: administration concomitante d'autres médicaments allongeant le QTc).;severe;2025-12-07 22:37:38.163623+00
2fab7e3d-9b93-4938-bdc4-fb0af77645d2;19b5d540-1c5e-4f99-8a4d-2e082f25f291;Verlängerung der Blutgerinnungszeit;very_rare;Erkrankungen des Blut- und des Lymphsystems;;;2025-12-07 22:38:59.523416+00
811f35c2-ba56-4335-b727-d9bf7f39226d;6559eae7-1023-4cb1-b959-3bf1ccd7e721;Hypoglykämie;;Endocrine system;En association avec un sulfonylurée ou de l'insuline, le risque d'hypoglycémie est présent. Une réduction de la dose de ces médicaments peut être nécessaire.;moderate;2025-12-07 22:39:25.267648+00
157c3cf8-8139-4b83-9928-ddb7599006a7;6559eae7-1023-4cb1-b959-3bf1ccd7e721;Myopathie/Rhabdomyolyse;;Musculoskeletal system;Douleurs musculaires, faiblesse ou sensibilité avec des créatine kinases (CK) fortement augmentées. Peut évoluer en rhabdomyolyse avec ou sans insuffisance rénale aiguë, et des cas de décès sont rares. Prudence chez les patients avec des facteurs prédisposants.;severe;2025-12-07 22:39:25.480638+00
2d0f5b56-4d4a-47ff-a2e3-ce9bd9b4cf58;36e50601-9245-4b76-8e60-c40bfedb65a0;Magen-Darm-Beschwerden;;Gastrointestinal tract;Übelkeit.;;2025-12-07 22:40:42.757197+00
de399d83-ba0d-406f-a203-3bcc7906649e;c3741825-9982-4cb1-bccd-2151f2f6ac27;Bindehautulkus;uncommon;Affections oculaires;;;2025-12-07 22:07:32.123062+00
6a8ac588-d2e7-4c94-9a3e-53c5e3de77ac;c3741825-9982-4cb1-bccd-2151f2f6ac27;Divertikulitis;common;Affections gastro-intestinales;;;2025-12-07 22:07:32.311101+00
a4bf12da-3991-4eb2-b8f1-b8d61ab2ddba;c3741825-9982-4cb1-bccd-2151f2f6ac27;Gastrointestinale Fisteln;uncommon;Affections gastro-intestinales;;severe;2025-12-07 22:07:32.488209+00
e2fa7534-f3b4-452c-9fa5-5af5ec433d08;c3741825-9982-4cb1-bccd-2151f2f6ac27;Juckreiz;rare;Affections de la peau et du tissu sous-cutané;;mild;2025-12-07 22:07:32.646656+00
d79f1574-cf7b-4a85-b9d6-8b07d9cc72f4;8fff5952-a7d3-4685-ae99-dd0995e24d5a;Symptômes de sevrage (vertiges, agitation, anxiété, céphalées, nausées);;Système nerveux;Peuvent apparaître après l'arrêt brutal du traitement après une administration prolongée. Généralement faibles et auto-limitants. Peuvent être liés à la maladie sous-jacente.;mild;2025-12-07 22:37:38.037677+00
a8bfc4af-86e0-48bd-a44f-b4e3fcc2738d;8fff5952-a7d3-4685-ae99-dd0995e24d5a;Réactions cutanées graves (SCARs);;Peau et tissus sous-cutanés;Y compris le syndrome de Stevens-Johnson (SJS), la nécrolyse épidermique toxique (TEN), la réaction médicamenteuse avec éosinophilie et symptômes systémiques (DRESS), la dermatite bulleuse et l'érythème polymorphe. Peuvent être mortelles. Le traitement doit être interrompu immédiatement en cas d'apparition de signes et symptômes.;severe;2025-12-07 22:37:38.224566+00
6a72ac0a-59de-40bd-9516-ad2ce20b0e5d;19b5d540-1c5e-4f99-8a4d-2e082f25f291;Reversible Leukopenie (einschliesslich schwere Neutropenie);rare;Erkrankungen des Blut- und des Lymphsystems;;;2025-12-07 22:38:59.380545+00
b65594af-3f60-4fde-94ad-b1cd96e2fddb;6559eae7-1023-4cb1-b959-3bf1ccd7e721;Infections urinaires;;Urinary system;L'incidence globale des infections des voies urinaires était plus élevée avec l'empagliflozine qu'avec le placebo. Des cas compliqués (pyélonéphrite, urosépsis) ont été rapportés post-commercialisation. Une interruption temporaire du traitement doit être envisagée en cas d'infections urinaires compliquées.;moderate;2025-12-07 22:39:25.339157+00
713e020d-b943-43df-8f95-7c05b4f0f39e;6559eae7-1023-4cb1-b959-3bf1ccd7e721;Nekrotisierende Fasziitis des Perineums (Fournier-Gangrän);;Infections and infestations;Rare mais grave infection rapportée chez des patients traités par inhibiteurs du SGLT2. Peut entraîner hospitalisation, chirurgies multiples et décès. En cas de suspicion, Glyxambi doit être arrêté et un traitement immédiat doit être mis en place.;severe;2025-12-07 22:39:25.566371+00
3dadaba6-c44d-4d97-945e-ce8639361d8d;36e50601-9245-4b76-8e60-c40bfedb65a0;Herzklopfen;;Cardiovascular system;;;2025-12-07 22:40:42.867673+00
af0cecae-8139-42ef-a3eb-c21ce086d576;c3741825-9982-4cb1-bccd-2151f2f6ac27;Hornhautulkus;uncommon;Affections oculaires;;;2025-12-07 22:07:32.150019+00
b7294f6e-f8f8-469d-be53-771ffaf97484;c3741825-9982-4cb1-bccd-2151f2f6ac27;Gastrointestinale Blutungen;common;Affections gastro-intestinales;;severe;2025-12-07 22:07:32.336365+00
2e1aca6a-fb74-4284-82f8-97a670598bf5;c3741825-9982-4cb1-bccd-2151f2f6ac27;Abdominalschmerzen;rare;Affections gastro-intestinales;;mild;2025-12-07 22:07:32.516619+00
a9adc5b8-9b1d-42a7-82e1-ea110a20daf9;c3741825-9982-4cb1-bccd-2151f2f6ac27;Angioneurotisches Ödem;very_rare;Affections de la peau et du tissu sous-cutané;;severe;2025-12-07 22:07:32.674613+00
d8607473-4050-4905-a3ea-8a672a423106;ead7ec3a-3310-4576-94b5-eadce43eeac9;Bindehautblutung;very_common;Augenerkrankungen;;;2025-12-07 22:08:04.126944+00
fafe1f80-b4ec-4f8f-859b-28f91c21176b;ead7ec3a-3310-4576-94b5-eadce43eeac9;Einblutung in die Retina;very_common;Augenerkrankungen;;;2025-12-07 22:08:04.178438+00
61f7c27e-6648-4d77-8927-df8ab9af25f4;ead7ec3a-3310-4576-94b5-eadce43eeac9;verminderte Sehschärfe;very_common;Augenerkrankungen;;;2025-12-07 22:08:04.223547+00
79eb4d47-084e-4c17-bcdc-90ea18d66f07;ead7ec3a-3310-4576-94b5-eadce43eeac9;Augenschmerzen;very_common;Augenerkrankungen;;;2025-12-07 22:08:04.269938+00
ab94cfad-153c-4de5-88d5-7f99d6988f94;ead7ec3a-3310-4576-94b5-eadce43eeac9;Katarakt;common;Augenerkrankungen;;;2025-12-07 22:08:04.304111+00
deecebf8-6bf7-41e3-a1bd-1624df0b867f;ead7ec3a-3310-4576-94b5-eadce43eeac9;erhöhter Augeninnendruck;common;Augenerkrankungen;;;2025-12-07 22:08:04.342597+00
54f3ce0c-85fb-4b8d-949d-919bd7e5c4ae;ead7ec3a-3310-4576-94b5-eadce43eeac9;Glaskörperabhebung;common;Augenerkrankungen;;;2025-12-07 22:08:04.372474+00
d6adcbe6-3b08-4193-9528-e657e439ce9b;ead7ec3a-3310-4576-94b5-eadce43eeac9;Mouches Volantes;common;Augenerkrankungen;;;2025-12-07 22:08:04.408106+00
fe06a712-87bd-4eb8-a621-eeeeb89d4c93;ead7ec3a-3310-4576-94b5-eadce43eeac9;erhöhter Tränenfluss;common;Augenerkrankungen;;;2025-12-07 22:08:04.437882+00
9a6c3fe1-9518-470b-88eb-9a0463abf945;ead7ec3a-3310-4576-94b5-eadce43eeac9;okuläre Hyperämie;common;Augenerkrankungen;;;2025-12-07 22:08:04.46963+00
f9561967-0eda-4f2b-8151-ae2c08fa6df0;ead7ec3a-3310-4576-94b5-eadce43eeac9;Fremdkörpergefühl in den Augen;common;Augenerkrankungen;;;2025-12-07 22:08:04.497507+00
b5c13989-9e61-4e06-acc7-5a2f49c42b5e;ead7ec3a-3310-4576-94b5-eadce43eeac9;verschwommenes Sehen;common;Augenerkrankungen;;;2025-12-07 22:08:04.527026+00
9a8452ea-3be6-4201-9f9f-897404ccbd01;ead7ec3a-3310-4576-94b5-eadce43eeac9;Ablösung des retinalen Pigmentepithels;common;Augenerkrankungen;;;2025-12-07 22:08:04.556963+00
3d2a76cb-4f5f-47e2-8cce-99ee0d2c1295;ead7ec3a-3310-4576-94b5-eadce43eeac9;Schmerzen an der Injektionsstelle;common;Augenerkrankungen;;;2025-12-07 22:08:04.598307+00
69fcbe99-18d7-4a43-b37b-f37c3c9e2b03;ead7ec3a-3310-4576-94b5-eadce43eeac9;Keratitis punctata;common;Augenerkrankungen;;;2025-12-07 22:08:04.628472+00
5a95215b-e704-4f47-a697-a5261500ec1e;ead7ec3a-3310-4576-94b5-eadce43eeac9;Kernkatarakt;common;Augenerkrankungen;;;2025-12-07 22:08:04.666412+00
85a22429-835e-4dd7-89a5-0ea0fe7dfd34;ead7ec3a-3310-4576-94b5-eadce43eeac9;subkapsuläre Katarakt;common;Augenerkrankungen;;;2025-12-07 22:08:04.693332+00
f994597b-704e-44df-a748-492c5a13d9f1;ead7ec3a-3310-4576-94b5-eadce43eeac9;Lidödeme;common;Augenerkrankungen;;;2025-12-07 22:08:04.720574+00
fadc9d86-64d5-4d79-bdee-9d6df5be71dc;ead7ec3a-3310-4576-94b5-eadce43eeac9;Hornhautabrasion;common;Augenerkrankungen;;;2025-12-07 22:08:04.752453+00
82c13c6a-6d3e-4781-981c-e70989ce17dd;ead7ec3a-3310-4576-94b5-eadce43eeac9;kortikale Katarakt;common;Augenerkrankungen;;;2025-12-07 22:08:04.783497+00
788399ac-bb16-4d02-94e7-3cdcbfa5bbc2;ead7ec3a-3310-4576-94b5-eadce43eeac9;Blutungen an der Injektionsstelle;common;Augenerkrankungen;;;2025-12-07 22:08:04.814109+00
f62109f7-fa35-482c-bcd5-c2f3052df30c;ead7ec3a-3310-4576-94b5-eadce43eeac9;Hyperämie der Bindehaut;common;Augenerkrankungen;;;2025-12-07 22:08:04.843566+00
7c528737-a9a5-411d-88b8-570da984c7bc;ead7ec3a-3310-4576-94b5-eadce43eeac9;Risse im retinalen Pigmentepithel;common;Augenerkrankungen;;;2025-12-07 22:08:04.872731+00
12faf861-e283-4913-8425-b6c2e9c156cd;ead7ec3a-3310-4576-94b5-eadce43eeac9;Hornhauterosion;common;Augenerkrankungen;;;2025-12-07 22:08:04.904264+00
e877bc83-cf4a-4bbe-8f3b-d40f78550104;ead7ec3a-3310-4576-94b5-eadce43eeac9;Hornhautödem;uncommon;Augenerkrankungen;;;2025-12-07 22:08:04.934639+00
7ff46170-2512-4a9c-9e87-7c26c7cf5244;ead7ec3a-3310-4576-94b5-eadce43eeac9;Linsentrübung;uncommon;Augenerkrankungen;;;2025-12-07 22:08:04.963943+00
ab50f139-dac0-446d-8caf-5dd495111190;ead7ec3a-3310-4576-94b5-eadce43eeac9;Netzhautablösung;uncommon;Augenerkrankungen;;;2025-12-07 22:08:04.991601+00
7cbbf080-5b4f-498c-a30b-b26f51b618d0;ead7ec3a-3310-4576-94b5-eadce43eeac9;Hornhautepitheldefekt;uncommon;Augenerkrankungen;;;2025-12-07 22:08:05.019615+00
a7fc0386-203e-470d-a4d8-bf7c22ff536e;ead7ec3a-3310-4576-94b5-eadce43eeac9;Vorderkammerreiz;uncommon;Augenerkrankungen;;;2025-12-07 22:08:05.047394+00
dadf38c7-3491-4105-a47f-393b7bb2601d;ead7ec3a-3310-4576-94b5-eadce43eeac9;Netzhautriss;uncommon;Augenerkrankungen;;;2025-12-07 22:08:05.078156+00
793a8919-cf17-4ba9-8858-3edbea1230e5;ead7ec3a-3310-4576-94b5-eadce43eeac9;Iridocyclitis;uncommon;Augenerkrankungen;;;2025-12-07 22:08:05.104407+00
b0a0e11f-7545-4fa4-ad03-1f82d2823685;ead7ec3a-3310-4576-94b5-eadce43eeac9;Endophthalmitis;uncommon;Augenerkrankungen;;;2025-12-07 22:08:05.130273+00
f6b0f6b5-88bf-4779-b3ae-f49f906ef16f;ead7ec3a-3310-4576-94b5-eadce43eeac9;Iritis;uncommon;Augenerkrankungen;;;2025-12-07 22:08:05.160572+00
2810449b-76fb-4317-9acb-714f9cc89e46;ead7ec3a-3310-4576-94b5-eadce43eeac9;Uveitis;uncommon;Augenerkrankungen;;;2025-12-07 22:08:05.190657+00
e14205df-3fad-4c26-8523-e7431e3b0f89;ead7ec3a-3310-4576-94b5-eadce43eeac9;Vitritis;rare;Augenerkrankungen;;;2025-12-07 22:08:05.224874+00
0dbc62f2-a29d-4207-8de3-795e311516ea;ead7ec3a-3310-4576-94b5-eadce43eeac9;Hypopyon;rare;Augenerkrankungen;;;2025-12-07 22:08:05.258972+00
c0890f6e-1282-4ae9-847f-524af82f00fb;ead7ec3a-3310-4576-94b5-eadce43eeac9;traumatische Katarakt;rare;Augenerkrankungen;;;2025-12-07 22:08:05.291461+00
12528d9a-a2b2-4ad6-acf2-eab7496435bb;ead7ec3a-3310-4576-94b5-eadce43eeac9;Erblindung;rare;Augenerkrankungen;;;2025-12-07 22:08:05.318401+00
55be1fb9-f1ed-467a-a958-22c088bcd61a;ead7ec3a-3310-4576-94b5-eadce43eeac9;Hypersensitivitätsreaktionen (Hautausschlag, Pruritus, Urtikaria und Einzelfälle von schweren anaphylaktischen/anaphylaktoiden Reaktionen);uncommon;Erkrankungen des Immunsystems;Während der post-marketing Phase wurde über Überempfindlichkeit einschliesslich Hautausschlag, Pruritus, Urtikaria und Einzelfälle von schweren anaphylaktischen/ anaphylaktoiden Reaktionen berichtet.;;2025-12-07 22:08:05.349571+00
