id;name;icd_code;synonyms;description;category;specialty;severity;created_at;updated_at
dcfa70f3-d705-4461-bf55-7915ff3821c6;Foreign body granuloma of soft tissue, not elsewhere classified;M60.2;"[""Granuloma benda asing dari jaringan lunak , tidak diklasifikasikan di tempat lain""]";Foreign body granuloma of soft tissue, not elsewhere classified;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.902217+00;2025-12-07 20:07:37.811277+00
704abad0-9f6a-4072-bf1d-0e158c5891c9;Other myositis;M60.8;"[""myositis lainnya""]";Other myositis;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.902217+00;2025-12-07 20:07:37.811277+00
926aab2d-eba3-49c7-9d61-6081ab6f897c;Chromium deficiency;E61.4;"[""Kekurangan kromium""]";Chromium deficiency;Métabolique;Endocrinologie;mild;2025-12-07 19:56:41.391086+00;2025-12-07 20:07:35.112033+00
1da16033-e6e1-4851-8924-12b14f7f4dc7;Tibial collateral bursitis [Pellegrini-Stieda];M76.4;"[""Tibialis agunan bursitis [ Pellegrini - Stieda ]""]";Tibial collateral bursitis [Pellegrini-Stieda];Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
8d0ca949-2b44-4d07-b388-1ae02f0a3805;Patellar tendinitis;M76.5;"[""tendinitis patella""]";Patellar tendinitis;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
8776b6e2-5b50-4173-9a89-06c96eebd6b3;Achilles tendinitis;M76.6;"[""Achilles tendinitis""]";Achilles tendinitis;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
e7bb2c89-1323-46d3-b691-b72c8d9d7c64;Peroneal tendinitis;M76.7;"[""tendinitis peroneal""]";Peroneal tendinitis;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
86eaa495-a714-48f2-8cee-b1ef2175b0d9;Other enthesopathies of lower limb, excluding foot;M76.8;"[""Enthesopathies lain dari ekstremitas bawah , tidak termasuk kaki""]";Other enthesopathies of lower limb, excluding foot;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
d13c649b-e4df-488a-b03d-cd2afd20090b;Enthesopathy of lower limb, unspecified;M76.9;"[""Enthesopathy dari ekstremitas bawah , tidak spesifik""]";Enthesopathy of lower limb, unspecified;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
99ff8ae7-9756-4e6c-b524-fa507ab5a8c3;Medial epicondylitis;M77.0;"[""epicondylitis medial""]";Medial epicondylitis;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
81be853b-dda7-4486-9d59-69f96535a406;Lateral epicondylitis;M77.1;"[""epicondylitis lateral""]";Lateral epicondylitis;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
1559fc78-275a-4be2-9156-3b2e743876fd;Periarthritis of wrist;M77.2;"[""Periarthritis pergelangan tangan""]";Periarthritis of wrist;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
7c5b054d-0cdc-4eea-b5e9-b94d71baece9;Calcaneal spur;M77.3;"[""calcaneal memacu""]";Calcaneal spur;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
114a1d2a-f996-424e-bf9c-f144dec1e826;Metatarsalgia;M77.4;"[""metatarsalgia""]";Metatarsalgia;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
34247b4e-2959-47b5-be4d-4fa2b68c4ff2;Other enthesopathy of foot;M77.5;"[""Enthesopathy lain dari kaki""]";Other enthesopathy of foot;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
ef429c72-6298-4ecf-a9b7-a751ddc5dae5;Other enthesopathies, not elsewhere classified;M77.8;"[""Enthesopathies lain , tidak diklasifikasikan di tempat lain""]";Other enthesopathies, not elsewhere classified;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
b2e6ac3d-74e8-4e00-af10-2697b7291586;Enthesopathy, unspecified;M77.9;"[""Enthesopathy , tidak spesifik""]";Enthesopathy, unspecified;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
520b79df-1291-418a-868d-31ac860c3b93;Rheumatism, unspecified;M79.0;"[""Rematik , tidak spesifik""]";Rheumatism, unspecified;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
0928feb7-8459-400f-816b-afef97d5846c;Myalgia;M79.1;"[""mialgia""]";Myalgia;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
21b120cc-fe70-4d84-b351-1b2148d15056;Neuralgia and neuritis, unspecified;M79.2;"[""Neuralgia dan neuritis , tidak spesifik""]";Neuralgia and neuritis, unspecified;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.943509+00;2025-12-07 20:07:37.853247+00
2853e62c-9625-4016-984b-1edbbe13b77a;Molybdenum deficiency;E61.5;"[""Defisiensi molibdenum""]";Molybdenum deficiency;Métabolique;Endocrinologie;mild;2025-12-07 19:56:41.391086+00;2025-12-07 20:07:35.112033+00
14d51b37-7968-40ee-ac9e-92d5682130fd;Osteitis deformans in neoplastic disease;M90.6;"[""Deformans osteitis pada penyakit neoplastik""]";Osteitis deformans in neoplastic disease;Rhumatologique;Rhumatologie;severe;2025-12-07 19:56:44.175938+00;2025-12-07 20:07:38.132745+00
24f7bca5-5e6e-4502-aa8a-5f1f87d465e8;Fracture of bone in neoplastic disease;M90.7;"[""Fraktur tulang pada penyakit neoplastik""]";Fracture of bone in neoplastic disease;Rhumatologique;Rhumatologie;severe;2025-12-07 19:56:44.175938+00;2025-12-07 20:07:38.132745+00
6a399caa-c5b8-4a50-88bc-a353a30c0ea9;Osteopathy in other diseases classified elsewhere;M90.8;"[""Osteopathy pada penyakit lain yang diklasifikasikan di tempat lain""]";Osteopathy in other diseases classified elsewhere;Rhumatologique;Rhumatologie;severe;2025-12-07 19:56:44.175938+00;2025-12-07 20:07:38.132745+00
d3b01c7f-4e70-4a9d-b2c0-b2333f28f58b;Juvenile osteochondrosis of pelvis;M91.0;"[""Osteochondrosis Juvenile panggul""]";Juvenile osteochondrosis of pelvis;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:44.175938+00;2025-12-07 20:07:38.132745+00
0a03a00e-0812-4569-9928-7e01f0cb50ed;Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes];M91.1;"[""Osteochondrosis Juvenile kepala femur [ Legg - Calve - Perthes ]""]";Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes];Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:44.175938+00;2025-12-07 20:07:38.132745+00
79e6756b-2737-4046-b185-f5cb2c8c6284;Coxa plana;M91.2;"[""coxa plana""]";Coxa plana;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:44.175938+00;2025-12-07 20:07:38.132745+00
8add6483-d941-4b85-a894-d6c0fc80c788;Pseudocoxalgia;M91.3;"[""Pseudocoxalgia""]";Pseudocoxalgia;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:44.175938+00;2025-12-07 20:07:38.132745+00
1f33ce99-7e66-4a11-8b12-0914c1f4a374;Onycholysis;L60.1;"[""Onycholysis""]";Onycholysis;Dermatologique;Dermatologie;mild;2025-12-07 19:56:43.480242+00;2025-12-07 20:07:37.37723+00
c254c87d-717e-40b2-9bb7-0725100c6870;Hirsutism;L68.0;"[""Hirsutisme""]";Hirsutism;Dermatologique;Dermatologie;mild;2025-12-07 19:56:43.480242+00;2025-12-07 20:07:37.37723+00
f1f37f3d-5c76-4e85-8abb-314873dd2ea7;Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis;N04.3;"[""Sindrom nefrotik , glomerulonefritis proliferatif mesangial difus""]";Nephrotic syndrome, diffuse mesangial proliferative glomerulonephritis;Urologique;Urologie;moderate;2025-12-07 19:56:44.222281+00;2025-12-07 20:07:38.179998+00
13ac67d6-13b9-4fc1-b163-8e8ef8030f45;Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis;N04.4;"[""Sindrom nefrotik , glomerulonefritis proliferatif difus endocapillary""]";Nephrotic syndrome, diffuse endocapillary proliferative glomerulonephritis;Urologique;Urologie;moderate;2025-12-07 19:56:44.222281+00;2025-12-07 20:07:38.179998+00
8013d3da-f6c2-4994-a740-1bb760e46982;Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis;N04.5;"[""Sindrom nefrotik , glomerulonefritis difus mesangiokapiler""]";Nephrotic syndrome, diffuse mesangiocapillary glomerulonephritis;Urologique;Urologie;moderate;2025-12-07 19:56:44.222281+00;2025-12-07 20:07:38.179998+00
4ee752e4-6efd-4bb7-8c20-24f8472178c5;Nephrotic syndrome, dense deposit disease;N04.6;"[""Sindrom nefrotik , penyakit padat deposito""]";Nephrotic syndrome, dense deposit disease;Urologique;Urologie;severe;2025-12-07 19:56:44.222281+00;2025-12-07 20:07:38.179998+00
15c24ef5-ce70-4b3b-a433-3658a21bb1b0;Nephrotic syndrome, other;N04.8;"[""Sindrom nefrotik , lainnya""]";Nephrotic syndrome, other;Urologique;Urologie;moderate;2025-12-07 19:56:44.222281+00;2025-12-07 20:07:38.179998+00
12cb5690-f7e4-4ba9-8557-775795c75a92;Unspecified contracted kidney;N26;"[""Tidak disebutkan ginjal dikontrak""]";Unspecified contracted kidney;Urologique;Urologie;mild;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
737af4f7-4a89-415f-bdeb-494aefe1a981;Small kidney, unilateral;N27.0;"[""Ginjal kecil , unilateral""]";Small kidney, unilateral;Urologique;Urologie;mild;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
f8d50e18-7da9-478e-a9d7-9af6ee377140;Small kidney, bilateral;N27.1;"[""Ginjal kecil , bilateral""]";Small kidney, bilateral;Urologique;Urologie;mild;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
3a46926e-2c9b-458e-b245-b92f9f508d12;Small kidney, unspecified;N27.9;"[""Ginjal kecil , tidak spesifik""]";Small kidney, unspecified;Urologique;Urologie;mild;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
ade7a202-9ac1-4333-912b-053caff2e6c6;Ischaemia and infarction of kidney;N28.0;"[""Iskemia dan infark ginjal""]";Ischaemia and infarction of kidney;Urologique;Urologie;critical;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
c59ec8cb-3274-480a-beee-b1875ef1212e;Cyst of kidney, acquired;N28.1;"[""Kista ginjal , diperoleh""]";Cyst of kidney, acquired;Urologique;Urologie;mild;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
ef57dadc-ed0d-4317-9b31-272ac7be0b1c;Other specified disorders of kidney and ureter;N28.8;"[""Gangguan tertentu lainnya dari ginjal dan ureter""]";Other specified disorders of kidney and ureter;Urologique;Urologie;moderate;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
dc00325e-6805-4932-81e9-8f295e33ff8f;Disorder of kidney and ureter, unspecified;N28.9;"[""Gangguan ginjal dan ureter , tidak spesifik""]";Disorder of kidney and ureter, unspecified;Urologique;Urologie;moderate;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
715afa83-dc9f-4298-aa3d-1bdec9c6aee2;Late syphilis of kidney;N29.0;"[""Sifilis akhir ginjal""]";Late syphilis of kidney;Urologique;Urologie;mild;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
6641f7e9-cd66-43f8-881d-4b9947a930b8;Diffuse cystic mastopathy;N60.1;"[""Diffuse mastopathy kistik""]";Diffuse cystic mastopathy;Urologique;Urologie;mild;2025-12-07 19:56:44.298345+00;2025-12-07 20:07:38.276433+00
0923e7b5-29ca-46a0-b768-9727a5d9a71a;Mastodynia;N64.4;"[""Mastodynia""]";Mastodynia;Urologique;Urologie;mild;2025-12-07 19:56:44.298345+00;2025-12-07 20:07:38.276433+00
24717994-96c0-43b9-bd14-365aef8bd8e3;Malposition of uterus;N85.4;"[""Malposisi uterus""]";Malposition of uterus;Urologique;Urologie;mild;2025-12-07 19:56:44.336076+00;2025-12-07 20:07:38.320647+00
7bc01fd7-0865-43be-a45d-d8bc6fe7e544;Inversion of uterus;N85.5;"[""Inversi uterus""]";Inversion of uterus;Urologique;Urologie;mild;2025-12-07 19:56:44.336076+00;2025-12-07 20:07:38.320647+00
df716e0c-6848-48d4-8cb7-cdcfe4073f5b;Intrauterine synechiae;N85.6;"[""sinekia intrauterin""]";Intrauterine synechiae;Urologique;Urologie;mild;2025-12-07 19:56:44.336076+00;2025-12-07 20:07:38.320647+00
bf0b572c-912e-4e4f-bef5-d9e975e7fc27;Haematometra;N85.7;"[""Haematometra""]";Haematometra;Urologique;Urologie;mild;2025-12-07 19:56:44.336076+00;2025-12-07 20:07:38.320647+00
8b9b16da-ac96-4a24-b5c2-9dc19615db60;Postural kyphosis;M40.0;"[""kyphosis postural""]";Postural kyphosis;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.86097+00;2025-12-07 20:07:37.761271+00
90b5b8ea-7a4a-48f6-b7d5-fd843c961cc4;Missed abortion;O02.1;"[""missed abortion""]";Missed abortion;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.453686+00;2025-12-07 20:07:38.718264+00
03d61545-b2b7-4a1e-ae25-920d0a99852a;Other specified abnormal products of conception;O02.8;"[""Produk yang abnormal tertentu lainnya dari konsepsi""]";Other specified abnormal products of conception;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.453686+00;2025-12-07 20:07:38.718264+00
95773a4a-4b08-402c-bee8-96144234fbbb;Abnormal product of conception, unspecified;O02.9;"[""Produk Abnormal konsepsi , tidak spesifik""]";Abnormal product of conception, unspecified;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.453686+00;2025-12-07 20:07:38.718264+00
6590298f-7d78-4386-87b6-5abdc59dfc80;Spontaneous abortion, incomplete, complicated by genital tract and pelvic infection;O03.0;"[""Aborsi spontan , tidak lengkap , rumit oleh saluran genital dan infeksi panggul""]";Spontaneous abortion, incomplete, complicated by genital tract and pelvic infection;Obstétrique;Gynécologie-Obstétrique;moderate;2025-12-07 19:56:44.453686+00;2025-12-07 20:07:38.718264+00
63608154-e116-47b8-8e5c-867c93b4457f;Gonococcal bursitis;M73.0;"[""bursitis gonokokal""]";Gonococcal bursitis;Rhumatologique;Rhumatologie;mild;2025-12-07 19:56:43.902217+00;2025-12-07 20:07:37.811277+00
d74489ef-2323-412d-87f5-4348d5770d51;Infections of urethra in pregnancy;O23.2;"[""Infeksi saluran kencing pada kehamilan""]";Infections of urethra in pregnancy;Obstétrique;Gynécologie-Obstétrique;moderate;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
cf7b333d-08fd-4e6c-bfc1-aa2c8311ef35;Infections of other parts of urinary tract in pregnancy;O23.3;"[""Infeksi bagian lain dari saluran kemih pada kehamilan""]";Infections of other parts of urinary tract in pregnancy;Obstétrique;Gynécologie-Obstétrique;moderate;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
73064eed-949e-47d5-affb-bc68dc1005fe;Unspecified infection of urinary tract in pregnancy;O23.4;"[""Infeksi saluran kemih yang tidak spesifik dalam kehamilan""]";Unspecified infection of urinary tract in pregnancy;Obstétrique;Gynécologie-Obstétrique;moderate;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
4a2bf4ef-bd2a-49fd-9db7-2eecdf51c630;Infections of the genital tract in pregnancy;O23.5;"[""Infeksi pada saluran genital pada kehamilan""]";Infections of the genital tract in pregnancy;Obstétrique;Gynécologie-Obstétrique;moderate;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
258f7ac3-4cc1-48b1-8b00-950b7b20902b;Other and unspecified genitourinary tract infection in pregnancy;O23.9;"[""Infeksi saluran genitourinari lain dan tidak spesifik dalam kehamilan""]";Other and unspecified genitourinary tract infection in pregnancy;Obstétrique;Gynécologie-Obstétrique;moderate;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
2e7b6961-e45e-4c46-a6cd-053faafbdc2a;Pre-existing diabetes mellitus, insulin-dependent;O24.0;"[""Diabetes mellitus yang sudah ada , insulin - dependent""]";Pre-existing diabetes mellitus, insulin-dependent;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
4e7a55b9-64d6-4e2d-9b3b-070316f728d4;Pre-existing diabetes mellitus, non-insulin-dependent;O24.1;"[""Diabetes mellitus yang sudah ada , non - insulin -dependent""]";Pre-existing diabetes mellitus, non-insulin-dependent;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
604a2a4e-7e89-421f-b5e2-620af53f5a2f;Pre-existing malnutrition-related diabetes mellitus;O24.2;"[""Diabetes mellitus - malnutrisi terkait yang sudah ada""]";Pre-existing malnutrition-related diabetes mellitus;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
997259f1-89de-466d-bfa9-2207f90be5ad;Pre-existing diabetes mellitus, unspecified;O24.3;"[""Diabetes mellitus yang sudah ada , tidak spesifik""]";Pre-existing diabetes mellitus, unspecified;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
d102e9ee-ebb2-4554-b41c-e0033dd2f109;Diabetes mellitus arising in pregnancy;O24.4;"[""Diabetes mellitus yang timbul pada kehamilan""]";Diabetes mellitus arising in pregnancy;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
90d95874-b42d-422d-b42d-d735f9d03349;Diabetes mellitus in pregnancy, unspecified;O24.9;"[""Diabetes mellitus pada kehamilan , tidak spesifik""]";Diabetes mellitus in pregnancy, unspecified;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.509694+00;2025-12-07 20:07:38.763816+00
f7dfd86c-6e8e-4658-811f-cb56923a6a64;Other specified disorders of amniotic fluid and membranes;O41.8;"[""Gangguan tertentu lainnya dari cairan amnion dan membran""]";Other specified disorders of amniotic fluid and membranes;Obstétrique;Gynécologie-Obstétrique;moderate;2025-12-07 19:56:44.551884+00;2025-12-07 20:07:38.821372+00
88a6b0f8-6a88-41a7-81ae-9366e11ffeca;Disorder of amniotic fluid and membranes, unspecified;O41.9;"[""Gangguan cairan ketuban dan membran , tidak spesifik""]";Disorder of amniotic fluid and membranes, unspecified;Obstétrique;Gynécologie-Obstétrique;moderate;2025-12-07 19:56:44.551884+00;2025-12-07 20:07:38.821372+00
b6ee8ea4-1606-46c1-9f89-c67cd14c3b74;Premature rupture of membranes, onset of labour within 24 hours;O42.0;"[""Ketuban pecah dini , awal persalinan dalam waktu 24 jam""]";Premature rupture of membranes, onset of labour within 24 hours;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.551884+00;2025-12-07 20:07:38.821372+00
af21e4b9-82ec-44db-96da-abc42a21fba3;Premature rupture of membranes, onset of labour after 24 hours;O42.1;"[""Ketuban pecah dini , awal persalinan setelah 24 jam""]";Premature rupture of membranes, onset of labour after 24 hours;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.551884+00;2025-12-07 20:07:38.821372+00
a0bda6ea-eaa4-4392-948f-098f321e1b9e;Premature rupture of membranes, labour delayed by therapy;O42.2;"[""Ketuban pecah dini , persalinan tertunda oleh terapi""]";Premature rupture of membranes, labour delayed by therapy;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.551884+00;2025-12-07 20:07:38.821372+00
497e83ee-5031-49c6-81ed-73661c565592;Premature rupture of membranes, unspecified;O42.9;"[""Ketuban pecah dini , tidak spesifik""]";Premature rupture of membranes, unspecified;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.551884+00;2025-12-07 20:07:38.821372+00
e22161b7-93f9-4ddb-88e9-3775d90477db;Placental transfusion syndromes;O43.0;"[""Sindrom transfusi plasenta""]";Placental transfusion syndromes;Obstétrique;Gynécologie-Obstétrique;moderate;2025-12-07 19:56:44.551884+00;2025-12-07 20:07:38.821372+00
503c575d-2f4a-4c06-aa7c-ed6b57a5d1ca;Malformation of placenta;O43.1;"[""Malformasi plasenta""]";Malformation of placenta;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.551884+00;2025-12-07 20:07:38.821372+00
d708171e-57a5-4db0-84d0-7d752d1d26d0;Other forms of listeriosis;A32.8;"[""Bentuk lain dari listeriosis""]";Other forms of listeriosis;Infectieuse;Infectiologie;mild;2025-12-07 19:55:39.45826+00;2025-12-07 20:07:33.58696+00
127eae73-1d34-4374-a84f-b42f01f80c14;Listeriosis, unspecified;A32.9;"[""Listeriosis , tidak spesifik""]";Listeriosis, unspecified;Infectieuse;Infectiologie;mild;2025-12-07 19:55:39.45826+00;2025-12-07 20:07:33.58696+00
3908ead1-94fc-4d46-8e4c-2579c453b915;Aspiration pneumonitis due to anaesthesia during labour and delivery;O74.0;"[""Aspirasi pneumonitis karena anestesi selama persalinan dan melahirkan""]";Aspiration pneumonitis due to anaesthesia during labour and delivery;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.597972+00;2025-12-07 20:07:38.874316+00
b289e7f8-24da-40cc-96a0-b7aa38c11082;Other pulmonary complications of anaesthesia during labour and delivery;O74.1;"[""Komplikasi paru lainnya anestesi selama persalinan dan melahirkan""]";Other pulmonary complications of anaesthesia during labour and delivery;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.597972+00;2025-12-07 20:07:38.874316+00
79ac0540-392f-4b56-a77a-8426676c8e01;Cardiac complications of anaesthesia during labour and delivery;O74.2;"[""Komplikasi jantung anestesi selama persalinan dan melahirkan""]";Cardiac complications of anaesthesia during labour and delivery;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.597972+00;2025-12-07 20:07:38.874316+00
e8f7d5c8-2065-439b-bba0-b4d5ad5be3f5;Central nervous system complications of anaesthesia during labour and delivery;O74.3;"[""Central komplikasi sistem saraf anestesi selama persalinan dan melahirkan""]";Central nervous system complications of anaesthesia during labour and delivery;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.597972+00;2025-12-07 20:07:38.874316+00
a6119c1e-25fb-47fd-af51-b04fb04b0d7f;Toxic reaction to local anaesthesia during labour and delivery;O74.4;"[""Reaksi beracun untuk anestesi lokal selama persalinan dan melahirkan""]";Toxic reaction to local anaesthesia during labour and delivery;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.597972+00;2025-12-07 20:07:38.874316+00
bdc05af7-7bb3-4ba7-8bf0-011bc7f45125;Spinal and epidural anaesthesia-induced headache during labour and delivery;O74.5;"[""Spinal anestesi epidural dan diinduksi sakit kepala selama persalinan dan melahirkan""]";Spinal and epidural anaesthesia-induced headache during labour and delivery;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.597972+00;2025-12-07 20:07:38.874316+00
2a0f946b-8f2f-47dc-94af-b9e766fd17d6;Other complications of spinal and epidural anaesthesia during labour and delivery;O74.6;"[""Komplikasi lain dari anestesi spinal dan epidural selama persalinan dan melahirkan""]";Other complications of spinal and epidural anaesthesia during labour and delivery;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.597972+00;2025-12-07 20:07:38.874316+00
ccfed5f0-47a3-4afc-9fe2-784419092db3;Tetanus neonatorum;A33;"[""Tetanus neonatorum""]";Tetanus neonatorum;Infectieuse;Infectiologie;mild;2025-12-07 19:55:39.45826+00;2025-12-07 20:07:33.58696+00
7b7ded19-33b1-4b2f-b7d3-da32c12cc609;Viral hepatitis complicating pregnancy, childbirth and the puerperium;O98.4;"[""Viral hepatitis komplikasi kehamilan , persalinan dan masa nifas""]";Viral hepatitis complicating pregnancy, childbirth and the puerperium;Obstétrique;Gynécologie-Obstétrique;mild;2025-12-07 19:56:44.638227+00;2025-12-07 20:07:38.912754+00
5844b5b4-0826-4c4f-b7c7-55e6fc5f0112;Other viral diseases complicating pregnancy, childbirth and the puerperium;O98.5;"[""Penyakit virus lainnya komplikasi kehamilan , persalinan dan masa nifas""]";Other viral diseases complicating pregnancy, childbirth and the puerperium;Obstétrique;Gynécologie-Obstétrique;severe;2025-12-07 19:56:44.638227+00;2025-12-07 20:07:38.912754+00
817a6e40-4732-40ac-a709-5c34203b88ca;Protozoal diseases complicating pregnancy, childbirth and the puerperium;O98.6;"[""Penyakit protozoa komplikasi kehamilan , persalinan dan masa nifas""]";Protozoal diseases complicating pregnancy, childbirth and the puerperium;Obstétrique;Gynécologie-Obstétrique;severe;2025-12-07 19:56:44.638227+00;2025-12-07 20:07:38.912754+00
e92ceaf3-f39e-4676-9e0e-7b92b2bebeab;Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium;O98.8;"[""Penyakit infeksi dan parasit lain pada ibu komplikasi kehamilan , persalinan dan masa nifas""]";Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium;Obstétrique;Gynécologie-Obstétrique;severe;2025-12-07 19:56:44.638227+00;2025-12-07 20:07:38.912754+00
bdce90ce-f554-4a5d-999c-5e781934beaa;Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium;O98.9;"[""Tidak disebutkan penyakit infeksi atau parasit ibu komplikasi kehamilan , persalinan dan masa nifas""]";Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium;Obstétrique;Gynécologie-Obstétrique;severe;2025-12-07 19:56:44.638227+00;2025-12-07 20:07:38.912754+00
c6ed06e7-f2ec-4763-ad52-523378e560ad;Acute prostatitis;N41.0;"[""prostatitis akut""]";Acute prostatitis;Urologique;Urologie;moderate;2025-12-07 19:56:44.260592+00;2025-12-07 20:07:38.233031+00
ba3d0866-9e55-46ac-9d0e-719aaa02a97e;Birth injury to skeleton, unspecified;P13.9;"[""Cedera melahirkan kerangka, tidak spesifik""]";Birth injury to skeleton, unspecified;Néonatale;Néonatologie;mild;2025-12-07 19:56:44.863635+00;2025-12-07 20:07:39.181076+00
b893c3aa-1104-4c6a-9f3f-c9f5eb09bc24;Erbs paralysis due to birth injury;P14.0;"[""Kelumpuhan Erbs karena cedera kelahiran""]";Erbs paralysis due to birth injury;Néonatale;Néonatologie;mild;2025-12-07 19:56:44.863635+00;2025-12-07 20:07:39.181076+00
8e48278d-066f-4c4b-a1a4-4d9e204bd5e4;Klumpkes paralysis due to birth injury;P14.1;"[""Klumpkes kelumpuhan akibat cedera kelahiran""]";Klumpkes paralysis due to birth injury;Néonatale;Néonatologie;mild;2025-12-07 19:56:44.863635+00;2025-12-07 20:07:39.181076+00
69916cd9-e607-44e0-a1fa-3b42bde3ae03;Phrenic nerve paralysis due to birth injury;P14.2;"[""Frenikus kelumpuhan saraf karena cedera kelahiran""]";Phrenic nerve paralysis due to birth injury;Néonatale;Néonatologie;mild;2025-12-07 19:56:44.863635+00;2025-12-07 20:07:39.181076+00
